Replace,WordStr
荡垢涤污,伐毛洗髓
荡子,浪子
荡气回肠,勾魂摄魄
荡涤,清洗
荡漾,泛动
荡漾,涟漪
荡漾,激荡
荡瑕涤秽,除污去垢
荡舟,划船
荣幸,侥幸
荣幸,幸运
荣耀,光彩
荣耀,光荣
荣誉,声誉
荫庇,庇荫
荫蔽,隐蔽
药到回春,妙手回春
药到病除,华陀再世
药剂师,配药师
药石之言,针砭之语
荷包,钱袋
荼毒,苛虐
荼毒,虐待
莅祚,践祚
莠民,败类
莫名其妙,稀里糊涂
莫名其妙,莫明其妙
莫衷一是,无所适从
莫逆之交,一面之交
莫逆交,金兰交
莫非,难道
莲开并蒂,双宿双飞
莳植,种植
获利优厚,利市三倍
获取,获得
获得,取得
获悉,得悉
莺啼燕语,鸟语花香
莽撞,鲁莽
菁华,精华
菜子,菜籽
菜籽,菜子
菲仪,菲敬
菲敬,菲仪
菲林,胶卷
菲薄,微薄
菲薄,浮浅
菲薄,绵薄
菲薄,肤浅
菲酌,薄酌
萌发,萌生
萌生,萌发
萍水相逢,不期而遇
萍泊,萍浮
萍浮,萍泊
萎谢,委谢
萎靡,委靡
萎靡不振,精神萎顿
萎顿,委顿
营养,养分
营垒,堡垒
营垒,阵营
营建,修建
营救,救援
营生,谋生
营私舞弊,假公济私
营造,营建
萦绕,缭绕
萧墙之祸,家庭祸变
萧洒,潇洒
萧规曹随,率由旧章
落井下石,乘人之危
落井下石,雪上加霜
落伍,后进
落伍,掉队
落伍,落后
落发,削发
落后,掉队
落后,落伍
落寞,落漠
落幕,闭幕
落拓不羁,不拘小节
落拓不羁,放荡不羁
落日,夕照
落款,题名
落漠,落寞
落潮,涨潮
落空,失
落第,及第
落第,落选
落网,就逮
落腮胡子,络腮胡子
落花流水,屁滚尿流
落草为寇,上山作贼
落荒而逃,一败涂地
落落大方,举止高雅
落选,落第
落魄,崎岖潦倒
著名,有名
著名,闻名
著述,著作
葬送,断送
葱绿,翠绿
葱翠,苍翠
葱翠,葱茏
葱茏,碧绿
葱茏,葱翠
葱茏,葱郁
葱郁,葱茏
葵扇,蒲扇
蒙受,承受
蒙受,遭受
蒙受,遭遇
蒙头转向,晕头转向
蒲扇,葵扇
蒲月,五月
蓝本,底本
蓦地,忽地
蓦地,猛然
蓦地,猝然
蓦地,蓦然
蓦地,陡然
蓦地,顿然
蓦地,骤然
蓬发,蓬葆
蓬头历齿,头童齿豁
蓬头垢面,不修边幅
蓬松,疏松
蓬瀛仙境,蓬莱仙境
蓬莱仙境,洞天福地
蓬莱仙境,蓬瀛仙境
蓬菖人,蓬户士
蓬葆,蓬发
蓬葆,蓬头
蓬门,蓬荜
蓬门,陋屋
蓬首垢面,披头散发
蔑视,藐视
蔑视,鄙弃
蔓延,舒展
蔚蓝,湛蓝
蔼然可亲,和蔼可亲
蕃庑,茂盛
蕃殖,繁生
蕃芜,茂盛
蕉萃,憔悴
蕴含,包含
蕴蓄,积聚
蕴藉,含蓄
蕴藏,储藏
薄命,苦命
薄弱,亏弱
薄弱,单薄
薄弱,微弱
薄弱,柔弱虚弱
薄弱,衰弱懦弱
薄弱,软弱
薄情,痴情
薄暮,傍晚
薄暮,黄昏
薄材,绵力
薄礼,厚礼
薄酌,菲酌
薪尽火灭,一刀两断
藉卉,藉槁
藉槁,藉卉
藊豆,扁豆
藏书楼,图书馆
藏匿,躲藏
藐小,渺小
藐视,蔑视
藐视,轻蔑
藐视,轻视
藐视,鄙弃
藐视,鄙视
藕断丝连,难舍难分
蘼芜路断,秋扇见捐
虎口余生,死里逃生
虎头蛇尾,善始善终
虎头蛇尾,有头无尾
虎头蛇尾,有始无终
虎将,猛将
虎帐,兵营
虎帐,军营
虎皮,皋比
虎睨,鹰视
虎豹,豺狼
虎魄,琥珀
虐待,优待
虐待,凌虐
虐待,荼毒
虐政,暴政
虔敬,虔诚
虔诚,忠诚
虔诚,虔敬
虚与委蛇,假意周旋
虚伪,虚假
虚假,子虚
虚假,虚伪
虚夸,浮夸
虚实,真假
虚弱,衰弱
虚心,谦虚
虚有其表,色厉内荏
虚构,虚拟
虚浮,踏实
虚词,实词
虫篆之技,雕虫小技
虫豸,昆虫
虫鸣水沸,蜩螗沸羹
虽然,固然
虽说,虽然说
虾蟆,蛤蟆
蚀本,亏本
蚂蜂,马蜂
蚍蜉撼树,不自量力
蛀牙,龋齿
蛇头鼠眼,獐头鼠目
蛇矛,长枪
蛊惑,勾引
蛊惑,迷惑
蛋白,卵白
蛟龙得水,如鱼得水
蛤蟆,虾蟆
蛮人,生番
蛮夷,戎狄
蛮横,悍戾
蛮横,桀骛
蛮横,横暴
蛮横,犷悍
蛮横,野蛮
蛮横,雕悍
蛮横,霸道
蛮横无理,强词夺理
蛮触之争,蜗角之争
蛮话,刁话
蛰伏,冬眠
蜂拥,簇拥
蜃楼海市,空中楼阁
蜕化,堕落
蜕变,演变
蜗角之争,蛮触之争
蜚短流长,闲言闲语
蜚言,浮言
蜜意,深情
蜜语,甘言
蜜语,甜言
蜡烛,烛炬
蜩螗沸羹,虫鸣水沸
蜷缩,伸直
蜻蜓点水,走马观花
蜿蜒,弯曲
蝉联,留任
蝉联,连任
蝴蝶,胡蝶
融会,交融
融会,畅通领悟
融会,融合
融化,消融
融化,熔化
融合,交融
融合,融会
融洽,和谐
螳臂当车,以卵击石
螳臂挡车,蚍蜉撼树
螳臂挡车,蜉蝣撼树
螺纹,罗纹
蟑螂,甲由
蟠曲,盘曲
蟠根错节,盘根错节
蟠踞,盘据
蟾宫仙子,月里嫦娥
蠢才,天才
蠢笨,笨拙
蠢蠢欲动,捋臂张拳
蠢蠢欲动,跃跃欲试
蠹虫,蛀虫
血战,决战苦战
血气之勇,匹夫之勇
血汗,心血
血流成河,尸横遍野
血流成河,血流漂杵
血流漂杵,血流成河
血海深仇,深仇大恨
血统,血缘
血肉横飞,伤亡枕藉
血色,赤色
血虚,贫血
行为,行动
行之有效,卓有成效
行侠仗义,抱不平
行列步队,队列
行刺,谋杀
行动,举动
行动,动作
行动,步履
行动,行为
行同狗彘,人面兽心
行善,积德
行家,内行
行家,里手
行将,即将
行将就木,风烛残年
行尸走肉,酒囊饭袋
行径,行动
行止,去处
行礼,施礼
行贿,受贿
行贿,贿赂
行踪,行迹
行踪,踪迹
行踪飘忽,出没无定
行运,交运
衔命,奉命
衔接,跟尾
衔接,连接
衖堂,弄堂
街坊,邻居
街头,陌头
街市,市井
街市商人,市井
衡宇,房屋
衡量,权衡
衣冠禽兽,人面兽心
衣冠禽兽,沐猴而冠
衣着,穿着
衣衫褴褛,衣冠楚楚
衣衿,衣襟
衣襟,衣衿
衣锦还乡,背井离乡
衣食计,稻粱谋
衣饰,服饰
补丁,补钉
补偿,抵偿
补偿,赔偿
补充,增补
补充,弥补
补助,津贴
补助,补贴
补台,拆台
补救,弥补
补救,解救
补缀,修理
补缀,缝补
补葺,修缮
补葺,缮治
补贴,补助
补钉,补丁
表彰,惩处
表彰,表扬
表彰,赞誉
表态,亮相
表情,脸色
表扬,表彰
表明,标明
表明,注解
表明,表白
表明,解释
表明,讲明
表明,评释
表演,扮演
表率,榜样
表现,体现
表现,施展阐发
表现,显示
表现,显露
表现,浮现
表现,表示
表白,剖明
表白,表达
表示,暗示
表示,示意
表示,表现
表示,透露表现
表示,默示
表里,内外
表里如一,心口如一
表露,披露
表露,流露
表面,外表
表面,外观
表面,外面
表面,概况
表面,皮相
表面,轮廓
衬托,烘托
衬托,陪衬
衰亡,兴起
衰年,颓龄
衰弱,健康
衰弱,虚弱
衰微,陵夷
衰草连天,衰草如烟
衰落,式微
衰败,衰落
衰退,阑珊
袈裟,法衣
袍笏登场,粉墨登场
袒护,包庇
袒自若,自得其乐
袒裼裸裎,寸丝不挂
袒裼裸裎,赤身露体
袒露,暴露
袒露,裸露
袖中神算,锦囊妙计
袖手旁观,作壁上观
被动,主动
被告,原告
被宠若惊,受宠若惊
被迫,自愿
被骗,上圈套
被骗,上当
被骗,受愚
袭击,攻击
袭取,剿袭
裁人,裁员
裁决,判决
裁减,扩充
裁判员,评判员
裁员,裁人
裁缝,成衣
裂痕,裂缝
裂缝,裂痕
装作,假装
装备,设备
装备,配备
装扮,打扮
装束,打扮服装
装模作样,装腔作势
装潢,装璜
装潢,装饰
装点,点缀
装璜,装潢
装璜,装饰
装甲车,坦克车
装疯卖傻,装聋作哑
装置,安装
装置,装配
装聋作哑,装疯卖傻
装腔作势,矫揉造作
装腔作势,装模作样
装车,卸车
装配,拆卸
装饰,装潢
裸体,赤身
裸露,暴露
裸露,袒露
裹足,缠足
裹足不前,一往无前
褒奖,嘉奖
褒扬,表扬
褪色,退色
褫夺,剥夺
褴褛,破烂
襟怀,肚量
襟怀,胸怀
西化,欧化
西北,东南
西医,中医
西南,东北
西岳,华山
西崽,仆役
西席,教师
西方,东方
西餐,中餐
要么,要末
要冲,冲要
要地本地,内地
要地本地,内陆
要地本地,腹地
要害,关键
要挟,威胁
要是,如果
要末,要么
要求,请求
要津,枢路
要领,方法
覃思,沉思
覆信,回音
覆信,复书
覆按,查考
覆水难收,反水不收
覆灭,毁灭
覆盖,掩盖
覆盖,笼盖
覆盖,笼罩
覆辙,复辙
见义勇为,临危不惧
见义勇为,无所畏惧
见利忘义,利令智昏
见利忘义,财迷心窍
见告,告知
见地,看法
见地,见识
见多识广,孤陋寡闻
见异思迁,三心二意
见微知着,尝鼎一脔
见怪,见责
见效,奏效
见效,收效
见效,生效
见教,赐教
见机,识趣
见机行事,看风使舵
见机行事,见风使舵
见猎心喜,跃跃欲动
见示,见教
见笑于人,贻笑大方
见色忘友,重色轻友
见解,看法
见解,见地
见识浅短,少见多怪
见责,见怪
见闻习染,目染耳濡
见面,会晤
见面,晤面
见面,碰头
见风使舵,见机行事
观,不雅
观光,参观
观光,旅行
观察,察看
观察,窥察
观察,考察
观察,观测
观察,视察
观察,调查
观望,张望
观点,概念
观点,观念
观看,旁观
观赏,抚玩
观赏,欣赏
观赏,鉴赏
规划,计划
规则,划定规矩
规则,法则
规则,规矩
规劝,劝戒
规劝,奉劝
规复,光复
规复,恢复
规定,划定
规定,规则
规律,纪律
规戒,规诫
规模,范围
规画,筹划
规矩,礼貌
规矩,端方
规矩,规则
规范,标准
规行矩步,规规矩矩
规诫,规戒
规语,箴言
规避,躲避
觅食,寻食
视为心腹,百依百顺
视力,目力
视域,视阈
视如草芥,滥杀无辜
视察,观察
视死如归,杀身成仁
视死如归,舍身殉难
视线,视野
视而不见,置若罔闻
视若无睹,视而不见
视阈,视域
觉察,发觉
觉察,察觉
觉得,感觉
觉得,认为
觉悟,憬悟
觉悟,觉醒
觉悟,醒悟
觉返迷津,迷途知反
觉醒,觉悟
觉醒,醒悟
觉醒,醒觉
角楼,谯楼
角色,脚色
角逐,比赛
角门,脚门
解严,戒严
解体,崩溃
解决,处理
解冻,冻结
解剖,剖解
解围,得救
解围,突围
解当铺,典押铺
解愁,浇愁
解放,束缚
解救,挽救
解散,闭幕
解甲归田,投笔从戎
解甲归田,退役还乡
解职,解聘
解聘,解职
解脱,摆脱
解说,讲解
解说,说明注解
解释,注释
解释,诠释
解释,说明
解除,消除
解雇,辞退
触动,震动
触怒,惹恼
触犯,冒犯
触目惊心,惊心动魄
触目皆是,比比皆是
触类旁通,举一反三
言三语四,信口雌黄
言不尽意,书不宣意
言不由衷,口是心非
言传身教,上行下效
言传身教,以身作则
言出法随,执法如山
言听计从,百依百顺
言外之意,弦外之音
言归于好,破镜重圆
言教,身教
言犹在耳,口血未干
言笑,谈笑
言而不信,食言而肥
言而不行,光说不做
言而不行,光说不练
言行不一,言行一致
言行举止,言谈举止
言行相诡,口是心非
言论,谈吐
言语无味,面目可憎
言谈举止,言行举止
言过其实,夸大其词
詈骂,唾骂
誊写,书写
誊写,誊录
誊写,钞缮
誊录,抄写
誊录,缮写
誊录,誊写
誊录,钞写
誓不两立,同流合污
誓言,誓词
誓词,誓辞
誓辞,誓词
警励,警策
警卫,保镳
警句,警语
警告,正告
警员,警察
警备,戒备
警察,差人
警察,警员
警惕,小心
警惕,警戒
警惕,警觉
警戒,戒备
警戒,警惕
警戒,鉴戒
警省,警醒
警策,警励
警觉,警悟
警觉,警惕
警觉,警醒
警语,警句
警醒,警省
譬如,比如
譬如,比方
计划,企图
计划,打算
计划,方案
计划,筹划
计划,规划
计划,设计
计划精巧,算无遗策
计帐,算帐
计无所出,小手小脚
计无所出,束手就擒
计无所出,束手待毙
计策,计谋
计算,盘算
计算,计较
计算,较量争论
计谋,策略
计谋,计策
订亲,订婚
订价,定价
订单,定单
订婚,定亲
订婚,订亲
订定,制定
订定,拟订
订户,定户
订正,修订
订正,勘误
订正,校勘
订正,考订
订盟,缔盟
订货,定货
订阅,定阅
认为,以为
认可,承认
认帐,赖帐
认敌为友,认贼为子
认真,仔细
认真,卖力
认真,当真
认识,熟悉
认识,看法
认贼为子,认敌为友
讥刺,讽刺
讥嘲,嘲讽
讥嘲,讥诮
讥笑,嘲笑
讥笑,打诨
讥笑,耻笑
讥笑,讽刺
讥讽,讽刺
讥讽,调侃
讥诮,挖苦
讥诮,讽刺
讨价,还价
讨伐,伐罪
讨伐,征伐
讨债,索债
讨债,讨帐
讨厌,厌恶
讨厌,厌烦
讨厌,憎恶
讨好,奉迎
讨好,市欢
讨好,谄谀
讨情,求情
讨情,说情
讨救,乞援
讨救,请援
讨教,叨教
讨教,求教
讨教,请教
讨论,会商
讨论,接头
讨论,接洽
讨论,计议
讨论,评论辩论
讨饭,乞食
讨饶,告饶
讨饶,求饶
让开,闪开
让步,妥协
让步,退让
讪笑,嘲笑
训戒,训诫
训斥,怒斥
训练,练习
训诫,训戒
议决,经过议定
议论,群情
议论,谈论
议论文,论说文
讯断,判决
讯问,询问
记功,记过
记取,记着
记录,纪录
记录,记实
记录,记载
记忆犹心,历历在目
记忆犹新,浮光掠影
记念,纪念
记性,忘性
记着,记住
记着,记取
记要,纪要
记载,记录
记过,记功
记述,记叙
讲义,课本
讲价,论价
讲和,媾和
讲堂,课堂
讲授,教学
讲授,解说
讲授,讲解
讲明,批注
讲明,疏解
讲求,考究
讲求,讲究
讲演,报告
讲究,考究
讲究,讲求
讲解,解说
讲解,讲授
讲课,授课
讲错,失口
讲错,失言
讳疾忌医,文过饰非
讳饰,遮掩
讴歌,歌颂
讴歌,赞美
许久,好久
许可,允许
许可,答应
许多,很多
许诺,允诺
许诺,承诺
许诺,许愿
讹传,谣传
讹诈,敲诈
论价,讲价
论功行赏,照功行赏
论坛,服装论坛t.vhao.net
论战,论争
论断,结论
论理学,名学
论说文,议论文
论述,论说
论述,阐述
讼事,官司
讽刺,取笑
讽刺,嗤笑
讽刺,嘲笑
讽刺,嘲讽
讽刺,挖苦
讽刺,讥刺
讽刺,讥嘲
讽刺,讥笑
讽刺,讥讽
讽刺,讪笑
设备,装备
设宴,设席
设席,设宴
设想,假想
设想,想象
设施,举措措施
设施,设备
设法,想法
设置装备摆设,建设
设置装备摆设,设备
设置装备摆设,配置
访候,拜望
访古寻幽,探寻胜迹
访拿,跴缉
访拿,踩缉
访问,会见
访问,拜候
访问,拜访
访问,接见
诀别,死别
诀窍,窍门
证实,证明
证明,证实
诃斥,斥骂
评估,评价
评判人,公证人
评判员,裁判员
评头品足,品头论足
评断,评议
评比,评选
评议,评断
评论辩论,谈论
评话,说书
评语,考语
评释,表明
诅咒,咒骂
诅咒,谩骂
识别,辨认
识相,知趣
识趣,见机
诈财,骗财
诈骗,欺骗
诉苦,抱怨
诋毁,毁谤
诋毁,诽谤
词令,辞令
词典,辞书
词句,文句
词汇,辞汇
词章,词翰
词翰,词章
词藻,词华
词藻,词采
词讼,刀笔
词采,词藻
诏书,圣旨
译员,舌人
诓骗,敲诈
试探,摸索
试试,尝尝
试试看,碰运气
试验,实验
诘责,诘问
诘责,责问
诘责,质问
诘问,诘责
诘问,追问
诙谐,滑稽
诙谐百出,滑稽突梯
诚实,老实
诚实,诚笃
诚心,诚恳
诚心诚意,虚情假意
诚恳,恳切
诚恳,诚实
诚惶诚恐,坐卧不安
诚挚,真挚
诚然,固然
诚笃,诚实
诛求无厌,苟求不已
诛讨,讨伐
话不投机,交浅言深
话中有话,言外之意
话旧,叙旧
话柄,口实
话筒,麦克风
诞生,出生
诞生,降生
诞辰,生日
诡秘莫测,神出鬼没
诡计,狡计
诡计,阴谋
诡辞欺世,妖言惑众
诡辩,狡辩
询问,扣问
询问,讯问
该当,应当
该当,理当
该死,活该
详尽,详实
详情,概况
详目,细目
详确,详实
详细,具体
详述,胪陈
诧异,惊讶
诬告,诬陷
诬蔑,污蔑
诬蔑,诽谤
诬陷,诬告
诬陷,诬害
语言,言语
语言,说话
语调,腔调
语重心长,苦口婆心
误事出事,失事
误会,误解
误入歧途,迷途知返
误解,曲解
误解,误会
诱导,引诱
诱惑,引诱
诱饵,钓饵
诱骗,拐骗
诱骗,欺骗
诳骗,欺诳
说一是一,一言为定
说一是一,说一不二
说三道四,说长道短
说书,平话
说书,评话
说情,讨情
说明,申明
说明,解释
说明,阐明
说明书,仿单
说服,压服
说话,措辞
说谎,扯谎
说谎,撒谎
说长道短,评头论足
说长道短,说三道四
诵读,朗读
请假,告假
请安,存候
请安,存问
请帖,请柬
请愿,示威
请援,讨救
请教,就教
请教,讨教
请柬,请帖
请求,恳求
请求,要求
诸多忌惮,缩手缩脚
读书,念书
诽语,谗言
诽谤,中伤
诽谤,毁谤
诽谤,离间
诽谤,诋毁
课堂,教室
课堂,讲堂
课本,教材
课本,讲义
诿罪,委罪
诿过,委过
谁人,那个
调侃,奚弄
调侃,讥讽
调停,补救
调停,调处
调停,调解排遣
调兵遣将,兴师动众
调养,保养
调剂,调解
调和,和谐
调和,折衷
调和,谐和
调唆,挑拨
调处,调解
调子,音调
调度,调剂
调拨,挑唆
调换,互换
调换,换取
调换,更换
调换,更调
调整,调剂
调查,查询拜访
调治,调理
调治,调节
调派,派遣
调演,会演
调班,换班
调理,疗养
调理,调度
调理,调治
调用,挪用
调皮,油滑
调皮,淘气
调皮,狡猾
调节,调理
调解,调停
调解,调剂
调解,调整
调配,分配
调集,召集
调集,纠集
调集,集结
谄媚,奉承
谄媚,谄谀
谄谀,谄媚
谄谀,阿谀
谅解,体谅
谅解,原谅
谆谆告诫,循循善诱
谆谆教导,循循善诱
谆谆教诲,耳提面命
谈判,交涉
谈判,会谈
谈判,商洽
谈判,构和
谈吐,辞吐
谈天,聊天
谈心,交心
谈笑,说笑
谈笑自若,谈笑风生
谈笑风生,妙语横生
谈笑风生,谈笑自若
谈虎色变,闻风丧胆
谈论,议论
谈话,说话
谈话会,茶话会
谈锋,口才
谈锋,辞令
谈锋,辩才
谊母,干娘
谋事,找事
谋事在人,成事在人
谋划,策划
谋划,经营
谋利,投机
谋害,坑害
谋害,密谋
谋害,暗害
谋害,暗杀
谋害,构陷
谋求,追求
谋生,营生
谋生,餬口
谋略,盘算
谋面,碰面
谍报,情报
谎言,假话
谎言,谎话
谎言,谣言
谎话,假话
谎话,大话
谎话,谎言
谐和,和谐
谐谑,调笑
谗言,忠言
谗言,诽语
谙习,谙熟
谙熟,谙习
谛听,倾听
谛视,凝视
谜底,答案
谢世,在世
谢绝,回绝
谢绝,拒绝
谢罪,赔罪
谢谢,感谢
谣传,讹传
谣言,流言
谣言,谎言
谦和,谦恭
谦善,谦虚
谦恭,谦和
谦虚,谦善
谦虚,谦逊
谦虚谨慎,狂妄自大
谦让,忍让
谦让,推让
谦让,辞让
谦谢,逊谢
谦逊,礼让
谦逊,谦虚
谨严,严谨
谨严,谨慎
谨小慎微,兢兢业业
谨慎,慎重
谨慎,谨严
谨慎,郑重
谨慎,隆重
谨防,严防
谩骂,叱骂
谩骂,咒骂
谩骂,漫骂
谬妄,乖张
谬妄,乖谬
谬妄,荒谬
谬爱,错爱
谬误,错误
谯楼,角楼
谰言,流言
谰言,浮名
谰言,滥调
谴责,训斥
谷旦,吉日
豁亮,明亮
豁免,宽免
豁拳,猜拳
豁然开朗,名顿开
豁然开朗,恍然大悟
豁略大度,宽宏大量
豁达,宽大旷达
豁达,开朗
豁达大度,宽宏大量
豆乳,豆浆
豆剖瓜分,半壁江山
豆浆,豆乳
豆芽,芽菜
豆蔻年华,及笄年华
豕突狼奔,东逃西窜
象征,意味
象齿焚身,怀璧其罪
豢养,喂养
豢养,饲养
豪举,壮举
豪侈,奢侈
豪侠好义,英雄仗义
豪华,奢华
豪富,大富
豪情,激情
豪放,豪宕
豪放,豪迈
豪杰,俊杰
豪杰,好汉
豪杰,英雄
豪气,英气
豪爽,豪放
豪言壮语,唉声叹气
豪迈,宏放
豪迈,豁达
豪迈,豪放
豪迈,豪爽
豪门,朱门
豪饮,牛饮
豫备,预备
豹隐,遁世
豺狼,虎豹
貌合神离,同床异梦
貌合神离,心心相印
貌同实异,似是而非
貌寝,丑陋
貌寝,寝陋
贞洁,纯洁
负伤,挂彩
负伤,挂花
负债,欠债
负嵎顽抗,负隅顽抗
负心,亏心
负担,承当
负担,承担
负担,担负
负担,累赘
负担,肩负
负数,正数
负气,使气
负气,斗气
负气,生气
负气,赌气
负疚,抱歉
负约,误期
负薪救火,扬汤止沸
负责,担任
负隅顽抗,垂死挣扎
负隅顽抗,负嵎顽抗
贡献,奉献
贡献,进献
财产,产业
财产,财富
财务,财政
财宝,玉帛
财帛,钱财
财政,财务
财气,财运
财源,财路
财货,财贿
财贿,财货
财路,财源
财运,财气
责任,义务
责备,指摘
责备,求全
责备,责怪
责怪,指责
责怪,责备
责无旁贷,义不容辞
责难,非难
责骂,叱骂
贤人,圣人
贤惠,贤慧
贤慧,贤惠
贤明,英明
贤能,贤良
贤能,贤达
贤达,贤能
败事,败露
败兴,扫兴
败兴,没趣
败北,失利
败北,战败
败坏,废弛
败尽家业,倾家荡产
败类,莠民
败落,没落
败落,衰落
败行,劣行
败退,溃退
败露,败事
账本,帐本
货仓,堆栈
货品,货物
货币,泉币
货币,货泉
货币,钱币
货币,钱银
货泉,货币
货物,货色
货真价实,名副其实
货色,东西
货色,货品
货郎鼓,拨浪鼓
质变,量变
质料,原料
质料,材料
质朴,朴素
贩卖,销售
贩夫走卒,引车卖浆
贩子,估客
贩子,商人
贪吏,污吏
贪嘴,贪馋
贪嘴,馋嘴
贪图,妄想
贪婪,贪心
贪官,赃官
贪官污吏,贪官蠹役
贪得无厌,得寸进尺
贪心,贪婪
贪杯,贪酒
贪污舞弊,饮马投钱
贪赃枉法,贪污腐化
贫乏,枯窘
贫乏,穷乏
贫乏,穷困
贫乏,窘蹙
贫乏,贫窭
贫困,贫穷
贫困,贫苦
贫寒,清贫
贫无立锥,一贫如洗
贫无立锥,家徒四壁
贫民,穷人
贫民,穷户
贫瘠,瘠薄
贫穷,贫困
贫苦,清贫
贫苦,穷苦
贫苦,贫困
贫苦,贫穷
贫苦,贫穷困难
贫苦,麻烦
贫贱,富贵
贫贱交,布衣交
贬义,褒义
贬价,降价
贬低,抬高
贬值,升值
贬抑,褒扬
贬斥,贬低
贬责,褒奖
购买,购置
购买,采办
购置,置办
购置,购买
贮备,储备
贮存,储存
贮藏,储藏
贯串,贯穿
贯彻始终,坚持到底
贯注,灌注
贯注,灌输
贯穿,贯串
贯通,贯穿
贰心,二心
贰言,异议
贱卖,平沽
贱躯,粗躯
贴心贴腹,推心置腹
贴补,补助
贴近,切近
贴题,切题
贵体,玉体
贵姓,尊姓
贵宾,高朋
贵寓,府上
贵显,显要
贵显,贵要
贵爵,王侯
贵重,宝贵
贵重,珍贵
贷款,存款
贸易,商业
贸然,冒然
费力,吃力
费力,艰苦
费力,辛苦
费劲,费力
费尽唇舌,唇焦舌敝
费尽唇舌,舌敝唇焦
费尽心机,久有存心
费尽心机,化尽心血
费尽心机,千方百计
费尽心机,想方设法
费尽心血,呕心沥血
费尽心血,处心积虑
费尽心血,挖空心思
费尽心血,煞费苦心
费心,操心
费心,费神
费神,劳神
费神,费心
费解,隐晦
费钱,花钱
贺喜,道贺
贺年,拜年
贺词,贺辞
贺辞,贺词
贻害不浅,害人不浅
贻笑大方,见笑于人
贿赂,行贿
资助,帮助
资助,赞助
资历,资格
资料,材料
资本,本钱
资格,资历
资源,资本
资质,天资
赅博,渊博
赈济,施助
赋与,赋予
赋予,付与
赋税,钱粮
赋闲,失业
赌博,赌钱
赌咒,发誓
赌咒,矢语
赌气,负气
赌钱,打赌
赏光,赏脸
赏心悦目,心旷神怡
赏月,弄月
赏格,悬赏
赏给,赐给
赏罚,奖惩
赏脸,赏光
赏识,欣赏
赏赐,恩赐
赏赐,犒赏
赐与,给予
赐与,给以
赐予,赐赉
赐给,赏给
赐赉,赐予
赔偿,补偿
赔本,亏本
赔本,亏蚀
赔本,折本
赔本,蚀本
赔罪,赔礼
赔罪,道歉
赖账,认账
赘瘤,肉瘤
赛舟,竞渡
赛跑,竞走
赛过,胜过
赛马,跑马
赝品,假货
赞不绝口,拍案叫绝
赞助,援助
赞助,资助
赞叹,赞叹
赞叹,赞赏
赞叹不已,赞不绝口
赞同,赞成
赞同,赞许
赞同,附和
赞成,同意
赞成,赞同
赞扬,赞美
赞扬,赞赏
赞美,嘉赞
赞美,歌颂
赞美,赞扬
赞美,赞誉
赞许,赞成
赞赏,赞美
赞颂,称颂
赞颂,赞扬
赞颂,赞美
赠医,施医
赠送,赠予
赡养,供养
赡养,养活
赡养,奉养
赡养费,米饭钱
赢余,盈余
赢利,获利
赢利,赚钱
赢得,博得
赤军,红军
赤心,丹心
赤心,赤忱
赤忱,赤心
赤手空拳,手无寸铁
赤胆忠心,忠心耿耿
赤脚,光脚
赤色,红色
赤血丹心,忠肝义胆
赤裸裸,光秃秃
赤诚,热诚
赤诚,耻辱
赤贫如洗,一无所有
赤身,裸体
赤身露体,一丝不挂
赤身露体,袒裼裸裎
赦免,赦宥
赦宥,赦免
赦罪,免罪
赫赫有名,大名鼎鼎
走兽,飞禽
走卒,走狗
走南闯北,深居简出
走投无路,穷途末路
走漏,泄漏
走漏,透露
走狗,喽啰
走狗,走卒
走私,私运
走访,访问
走走,逛逛
走露,走漏
走马看花,浮光掠影
走马观花,蜻蜓点水
赴任,到差
赴任,履新
赴任,接事
赴汤蹈火,冲锋陷阵
赴汤蹈火,出生入死
赴汤蹈火,历尽艰险
赴汤蹈火,粉身碎骨
赴汤蹈火,粉身碎骨奋不顾身
赶上,遇上
赶尽杀绝,斩草除根
赶快,从速
赶快,赶忙
赶快,赶紧
赶快,连忙
赶早,及早
赶早,趁早
赶紧,赶忙
赶紧,赶快
起伏,升沉
起伏,崎岖
起初,后来
起初,开初
起初,起先
起因,原因
起因,原由
起头,开端
起始,肇端
起家,起身
起死回生,妙手回春
起源,发源
起源,来源
起火点,发火点
起点,出发点
起点,终点
起用,升引
起码,最少
起程,出发
起程,启程
起草,草拟
起落,升降
起誓,发誓
起誓,赌咒
起讫,起迄
起诉,告状
起迄,起讫
起锚,拔锚
起风,刮风
起飞,腾飞
起飞,降落
起首,首先
趁便,顺便
趁势,顺势
趁心,称心
趁早,赶早
趁机,乘隙
趁波逐浪,随波逐流
趁火打劫,攻其不备
趁火打劫,浑水摸鱼
趁热打铁,一气呵成
趁热打铁,连成一气
超出,超越
超常,超凡
超等,超级
超级,超等
超群出众,超群绝伦
超群绝伦,出类拔萃
超群绝伦,超群出众
超群脱俗,逸群绝俗
超越,超出
超越,逾越
超过,超越
超过,跨越
超过跨过,高出
超额,逾额
越发,更加
越日,次日
越权代理,尸祝代庖
越来越,愈来愈
越狱,逃狱
越过,超出
趋之若鹜,趋附者众
趋势,趋向
趋向,趋势
趋附者众,如蚁附膻
趋附者众,趋之若鹜
趔趔趄趄,跌跌撞撞
趣味,兴趣
趣话,妙语
趣闻,妙闻
足数,够数
